"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"OECD","GDP","TOT","USD_CAP","A","2011",35897.101327,
"OECD","GDP","TOT","USD_CAP","A","2012",36857.481751,
"OECD","GDP","TOT","USD_CAP","A","2013",38197.42191,
"OECD","GDP","TOT","USD_CAP","A","2014",39340.075535,
"OECD","GDP","TOT","USD_CAP","A","2015",40491.986835,
"OECD","GDP","TOT","USD_CAP","A","2016",41902.814488,
"OECD","GDP","TOT","USD_CAP","A","2017",43604.623198,
"OECD","GDP","TOT","USD_CAP","A","2018",46053.377474,"E"
"OECD","GDP","TOT","USD_CAP","A","2019",47341.908985,"E"
"OECDE","GDP","TOT","USD_CAP","A","1995",18205.891785,"E"
"OECDE","GDP","TOT","USD_CAP","A","1996",18932.883952,"E"
"OECDE","GDP","TOT","USD_CAP","A","1997",19822.870146,"E"
"OECDE","GDP","TOT","USD_CAP","A","1998",20301.771526,
"OECDE","GDP","TOT","USD_CAP","A","1999",21002.616917,
"OECDE","GDP","TOT","USD_CAP","A","2000",22435.548503,
"OECDE","GDP","TOT","USD_CAP","A","2001",23376.62344,
"OECDE","GDP","TOT","USD_CAP","A","2002",24279.762327,
"OECDE","GDP","TOT","USD_CAP","A","2003",24802.583902,
"OECDE","GDP","TOT","USD_CAP","A","2004",26045.332931,
"OECDE","GDP","TOT","USD_CAP","A","2005",27023.289574,
"OECDE","GDP","TOT","USD_CAP","A","2006",29286.343244,
"OECDE","GDP","TOT","USD_CAP","A","2007",30994.825145,
"OECDE","GDP","TOT","USD_CAP","A","2008",32379.248648,"B"
"OECDE","GDP","TOT","USD_CAP","A","2009",31510.517142,
"OECDE","GDP","TOT","USD_CAP","A","2010",32740.347862,"B"
"OECDE","GDP","TOT","USD_CAP","A","2011",34275.026231,
"OECDE","GDP","TOT","USD_CAP","A","2012",34895.124042,
"OECDE","GDP","TOT","USD_CAP","A","2013",36239.744759,
"OECDE","GDP","TOT","USD_CAP","A","2014",37383.081617,
"OECDE","GDP","TOT","USD_CAP","A","2015",38568.362099,
"OECDE","GDP","TOT","USD_CAP","A","2016",40561.622674,
"OECDE","GDP","TOT","USD_CAP","A","2017",42615.993312,
"OECDE","GDP","TOT","USD_CAP","A","2018",45515.719674,"P"
"OECDE","GDP","TOT","USD_CAP","A","2019",46773.058731,"P"
"LVA","GDP","TOT","USD_CAP","A","1995",5501.044385,
"LVA","GDP","TOT","USD_CAP","A","1996",5788.702939,
"LVA","GDP","TOT","USD_CAP","A","1997",6478.937214,
"LVA","GDP","TOT","USD_CAP","A","1998",7060.89374,
"LVA","GDP","TOT","USD_CAP","A","1999",7397.56063,
"LVA","GDP","TOT","USD_CAP","A","2000",8033.096672,
"LVA","GDP","TOT","USD_CAP","A","2001",9034.533398,
"LVA","GDP","TOT","USD_CAP","A","2002",10067.801699,
"LVA","GDP","TOT","USD_CAP","A","2003",11027.777891,
"LVA","GDP","TOT","USD_CAP","A","2004",12240.335962,
"LVA","GDP","TOT","USD_CAP","A","2005",13877.977805,
"LVA","GDP","TOT","USD_CAP","A","2006",15797.285944,
"LVA","GDP","TOT","USD_CAP","A","2007",18179.666228,
"LVA","GDP","TOT","USD_CAP","A","2008",19516.020113,
"LVA","GDP","TOT","USD_CAP","A","2009",16973.369602,
"LVA","GDP","TOT","USD_CAP","A","2010",17658.75357,
"LVA","GDP","TOT","USD_CAP","A","2011",19887.749141,
"LVA","GDP","TOT","USD_CAP","A","2012",21414.570348,
"LVA","GDP","TOT","USD_CAP","A","2013",22811.030828,
"LVA","GDP","TOT","USD_CAP","A","2014",23798.233545,
"LVA","GDP","TOT","USD_CAP","A","2015",24964.048128,
"LVA","GDP","TOT","USD_CAP","A","2016",26712.835239,
"LVA","GDP","TOT","USD_CAP","A","2017",28757.540113,
"LVA","GDP","TOT","USD_CAP","A","2018",31786.670879,
"LVA","GDP","TOT","USD_CAP","A","2019",33013.933501,
"BRA","GDP","TOT","USD_CAP","A","2000",9114.213859,
"BRA","GDP","TOT","USD_CAP","A","2001",9312.659939,
"BRA","GDP","TOT","USD_CAP","A","2002",9623.717789,
"BRA","GDP","TOT","USD_CAP","A","2003",9793.070465,
"BRA","GDP","TOT","USD_CAP","A","2004",10510.544053,
"BRA","GDP","TOT","USD_CAP","A","2005",11056.437748,
"BRA","GDP","TOT","USD_CAP","A","2006",11711.263786,
"BRA","GDP","TOT","USD_CAP","A","2007",12622.435746,
"BRA","GDP","TOT","USD_CAP","A","2008",13383.860084,
"BRA","GDP","TOT","USD_CAP","A","2009",13331.386494,
"BRA","GDP","TOT","USD_CAP","A","2010",14359.933545,
"BRA","GDP","TOT","USD_CAP","A","2011",15109.737403,
"BRA","GDP","TOT","USD_CAP","A","2012",15120.063649,
"BRA","GDP","TOT","USD_CAP","A","2013",15669.140139,
"BRA","GDP","TOT","USD_CAP","A","2014",15800.088894,
"BRA","GDP","TOT","USD_CAP","A","2015",14816.290598,
"BRA","GDP","TOT","USD_CAP","A","2016",14321.250802,
"BRA","GDP","TOT","USD_CAP","A","2017",14592.101979,
"LTU","GDP","TOT","USD_CAP","A","1995",5916.118581,
"LTU","GDP","TOT","USD_CAP","A","1996",6369.880929,
"LTU","GDP","TOT","USD_CAP","A","1997",7066.972228,
"LTU","GDP","TOT","USD_CAP","A","1998",7762.291081,
"LTU","GDP","TOT","USD_CAP","A","1999",7820.79589,
"LTU","GDP","TOT","USD_CAP","A","2000",8449.658261,
"LTU","GDP","TOT","USD_CAP","A","2001",9440.144031,
"LTU","GDP","TOT","USD_CAP","A","2002",10480.719387,
"LTU","GDP","TOT","USD_CAP","A","2003",12055.236651,
"LTU","GDP","TOT","USD_CAP","A","2004",13019.577673,
"LTU","GDP","TOT","USD_CAP","A","2005",14510.653684,
"LTU","GDP","TOT","USD_CAP","A","2006",16461.788562,
"LTU","GDP","TOT","USD_CAP","A","2007",19071.447238,
"LTU","GDP","TOT","USD_CAP","A","2008",20721.033864,
"LTU","GDP","TOT","USD_CAP","A","2009",18130.047804,
"LTU","GDP","TOT","USD_CAP","A","2010",20112.103125,
"LTU","GDP","TOT","USD_CAP","A","2011",22884.804355,
"LTU","GDP","TOT","USD_CAP","A","2012",24703.697943,
"LTU","GDP","TOT","USD_CAP","A","2013",26721.601926,
"LTU","GDP","TOT","USD_CAP","A","2014",28184.499091,
"LTU","GDP","TOT","USD_CAP","A","2015",28834.457574,
"LTU","GDP","TOT","USD_CAP","A","2016",30925.151813,
"LTU","GDP","TOT","USD_CAP","A","2017",33869.715253,
"LTU","GDP","TOT","USD_CAP","A","2018",37493.452149,
"LTU","GDP","TOT","USD_CAP","A","2019",39911.871525,
"SAU","GDP","TOT","USD_CAP","A","1970",9292.054214,
"SAU","GDP","TOT","USD_CAP","A","1971",11202.230433,
"SAU","GDP","TOT","USD_CAP","A","1972",13770.947036,
"SAU","GDP","TOT","USD_CAP","A","1973",17376.497645,
"SAU","GDP","TOT","USD_CAP","A","1974",22966.370119,
"SAU","GDP","TOT","USD_CAP","A","1975",25092.502593,
"SAU","GDP","TOT","USD_CAP","A","1976",28352.416203,
"SAU","GDP","TOT","USD_CAP","A","1977",30606.4577,
"SAU","GDP","TOT","USD_CAP","A","1978",30764.752527,
"SAU","GDP","TOT","USD_CAP","A","1979",34598.609062,
"SAU","GDP","TOT","USD_CAP","A","1980",37868.997114,
"SAU","GDP","TOT","USD_CAP","A","1981",40775.915146,
"SAU","GDP","TOT","USD_CAP","A","1982",36116.194358,
"SAU","GDP","TOT","USD_CAP","A","1983",32351.153917,
"SAU","GDP","TOT","USD_CAP","A","1984",30606.91579,
"SAU","GDP","TOT","USD_CAP","A","1985",28596.652398,
"SAU","GDP","TOT","USD_CAP","A","1986",29154.613572,
"SAU","GDP","TOT","USD_CAP","A","1987",27388.535278,
"SAU","GDP","TOT","USD_CAP","A","1988",29411.786966,
"SAU","GDP","TOT","USD_CAP","A","1989",29417.860836,
"SAU","GDP","TOT","USD_CAP","A","1990",31904.871323,
"SAU","GDP","TOT","USD_CAP","A","1991",36717.30372,
"SAU","GDP","TOT","USD_CAP","A","1992",37903.27627,
"SAU","GDP","TOT","USD_CAP","A","1993",37241.590948,
"SAU","GDP","TOT","USD_CAP","A","1994",37306.57202,
"SAU","GDP","TOT","USD_CAP","A","1995",37304.286612,
"SAU","GDP","TOT","USD_CAP","A","1996",38182.734067,
"SAU","GDP","TOT","USD_CAP","A","1997",38516.91867,
"SAU","GDP","TOT","USD_CAP","A","1998",39317.724196,
"SAU","GDP","TOT","USD_CAP","A","1999",37605.244323,
"SAU","GDP","TOT","USD_CAP","A","2000",39689.649429,
"SAU","GDP","TOT","USD_CAP","A","2001",39054.820331,
"SAU","GDP","TOT","USD_CAP","A","2002",37493.382348,
"SAU","GDP","TOT","USD_CAP","A","2003",41258.540037,
"SAU","GDP","TOT","USD_CAP","A","2004",44417.05744,
"SAU","GDP","TOT","USD_CAP","A","2005",46984.604436,
"SAU","GDP","TOT","USD_CAP","A","2006",48394.517286,
"SAU","GDP","TOT","USD_CAP","A","2007",49261.050327,
"SAU","GDP","TOT","USD_CAP","A","2008",51942.263614,
"SAU","GDP","TOT","USD_CAP","A","2009",49874.781069,
"SAU","GDP","TOT","USD_CAP","A","2010",51521.918187,
"SAU","GDP","TOT","USD_CAP","A","2011",56191.935501,
"SAU","GDP","TOT","USD_CAP","A","2012",57500.179531,
"SAU","GDP","TOT","USD_CAP","A","2013",56109.11251,
"SAU","GDP","TOT","USD_CAP","A","2014",55979.372058,
"SAU","GDP","TOT","USD_CAP","A","2015",48858.41933,
"SAU","GDP","TOT","USD_CAP","A","2016",45720.849339,
"EA19","GDP","TOT","USD_CAP","A","1995",20437.119539,
"EA19","GDP","TOT","USD_CAP","A","1996",21069.446392,
"EA19","GDP","TOT","USD_CAP","A","1997",21958.019069,
"EA19","GDP","TOT","USD_CAP","A","1998",23017.213284,
"EA19","GDP","TOT","USD_CAP","A","1999",23908.093377,
"EA19","GDP","TOT","USD_CAP","A","2000",25400.938656,
"EA19","GDP","TOT","USD_CAP","A","2001",26597.618153,
"EA19","GDP","TOT","USD_CAP","A","2002",27626.579914,
"EA19","GDP","TOT","USD_CAP","A","2003",28048.930597,
"EA19","GDP","TOT","USD_CAP","A","2004",29159.227578,
"EA19","GDP","TOT","USD_CAP","A","2005",30179.709468,
"EA19","GDP","TOT","USD_CAP","A","2006",32606.339664,
"EA19","GDP","TOT","USD_CAP","A","2007",34493.953903,
"EA19","GDP","TOT","USD_CAP","A","2008",35828.012875,
"EA19","GDP","TOT","USD_CAP","A","2009",34930.645721,
"EA19","GDP","TOT","USD_CAP","A","2010",35923.278096,
"EA19","GDP","TOT","USD_CAP","A","2011",37379.585653,
"EA19","GDP","TOT","USD_CAP","A","2012",37735.292129,
"EA19","GDP","TOT","USD_CAP","A","2013",38969.473742,
"EA19","GDP","TOT","USD_CAP","A","2014",39985.273135,
"EA19","GDP","TOT","USD_CAP","A","2015",41070.905939,
"EA19","GDP","TOT","USD_CAP","A","2016",43562.865777,
"EA19","GDP","TOT","USD_CAP","A","2017",45767.154751,
"EA19","GDP","TOT","USD_CAP","A","2018",49046.270236,
"EA19","GDP","TOT","USD_CAP","A","2019",50676.44831,
"ARG","GDP","TOT","USD_CAP","A","2004",12299.728803,
"ARG","GDP","TOT","USD_CAP","A","2005",13674.572695,
"ARG","GDP","TOT","USD_CAP","A","2006",15074.069861,
"ARG","GDP","TOT","USD_CAP","A","2007",16708.232833,
"ARG","GDP","TOT","USD_CAP","A","2008",17550.391451,
"ARG","GDP","TOT","USD_CAP","A","2009",16476.698479,
"ARG","GDP","TOT","USD_CAP","A","2010",18061.934358,
"ARG","GDP","TOT","USD_CAP","A","2011",19322.22713,
"ARG","GDP","TOT","USD_CAP","A","2012",19641.352863,
"ARG","GDP","TOT","USD_CAP","A","2013",20131.680421,
"ARG","GDP","TOT","USD_CAP","A","2014",19683.771502,
"ARG","GDP","TOT","USD_CAP","A","2015",20105.198994,
"ARG","GDP","TOT","USD_CAP","A","2016",20307.870053,
"ARG","GDP","TOT","USD_CAP","A","2017",23562.918839,
"ARG","GDP","TOT","USD_CAP","A","2018",23414.924229,
"ARG","GDP","TOT","USD_CAP","A","2019",23258.474498,
"CRI","GDP","TOT","USD_CAP","A","1991",5560.998503,
"CRI","GDP","TOT","USD_CAP","A","1992",6075.02157,
"CRI","GDP","TOT","USD_CAP","A","1993",6515.81525,
"CRI","GDP","TOT","USD_CAP","A","1994",6755.165449,
"CRI","GDP","TOT","USD_CAP","A","1995",6978.075386,
"CRI","GDP","TOT","USD_CAP","A","1996",7015.61813,
"CRI","GDP","TOT","USD_CAP","A","1997",7341.788256,
"CRI","GDP","TOT","USD_CAP","A","1998",7753.307145,
"CRI","GDP","TOT","USD_CAP","A","1999",7981.657199,
"CRI","GDP","TOT","USD_CAP","A","2000",8291.67661,
"CRI","GDP","TOT","USD_CAP","A","2001",8584.72353,
"CRI","GDP","TOT","USD_CAP","A","2002",8850.004163,
"CRI","GDP","TOT","USD_CAP","A","2003",9263.365554,
"CRI","GDP","TOT","USD_CAP","A","2004",9767.847593,
"CRI","GDP","TOT","USD_CAP","A","2005",10296.726274,
"CRI","GDP","TOT","USD_CAP","A","2006",11198.818795,
"CRI","GDP","TOT","USD_CAP","A","2007",12267.942723,
"CRI","GDP","TOT","USD_CAP","A","2008",12903.349523,
"CRI","GDP","TOT","USD_CAP","A","2009",12681.517136,
"CRI","GDP","TOT","USD_CAP","A","2010",13237.905376,
"CRI","GDP","TOT","USD_CAP","A","2011",13964.551713,
"CRI","GDP","TOT","USD_CAP","A","2012",14678.372066,
"CRI","GDP","TOT","USD_CAP","A","2013",15241.334553,
"CRI","GDP","TOT","USD_CAP","A","2014",16227.142738,
"CRI","GDP","TOT","USD_CAP","A","2015",17203.361869,
"CRI","GDP","TOT","USD_CAP","A","2016",18651.864358,
"CRI","GDP","TOT","USD_CAP","A","2017",19769.738122,"E"
"CRI","GDP","TOT","USD_CAP","A","2018",20368.533036,"E"
"CRI","GDP","TOT","USD_CAP","A","2019",21695.002482,"E"
"BGR","GDP","TOT","USD_CAP","A","1995",7724.21041,
"BGR","GDP","TOT","USD_CAP","A","1996",6831.981312,
"BGR","GDP","TOT","USD_CAP","A","1997",5748.433654,
"BGR","GDP","TOT","USD_CAP","A","1998",6177.416986,
"BGR","GDP","TOT","USD_CAP","A","1999",5807.80885,
"BGR","GDP","TOT","USD_CAP","A","2000",6424.7764,
"BGR","GDP","TOT","USD_CAP","A","2001",7046.333183,
"BGR","GDP","TOT","USD_CAP","A","2002",7755.008188,
"BGR","GDP","TOT","USD_CAP","A","2003",8356.502857,
"BGR","GDP","TOT","USD_CAP","A","2004",9117.826459,
"BGR","GDP","TOT","USD_CAP","A","2005",10183.815701,
"BGR","GDP","TOT","USD_CAP","A","2006",11247.805714,
"BGR","GDP","TOT","USD_CAP","A","2007",12604.728791,
"BGR","GDP","TOT","USD_CAP","A","2008",14089.642678,
"BGR","GDP","TOT","USD_CAP","A","2009",13928.367151,
"BGR","GDP","TOT","USD_CAP","A","2010",14605.319424,
"BGR","GDP","TOT","USD_CAP","A","2011",15667.294737,
"BGR","GDP","TOT","USD_CAP","A","2012",16247.413194,
"BGR","GDP","TOT","USD_CAP","A","2013",16588.975372,
"BGR","GDP","TOT","USD_CAP","A","2014",17561.417568,
"BGR","GDP","TOT","USD_CAP","A","2015",18343.141628,
"BGR","GDP","TOT","USD_CAP","A","2016",20019.638626,
"BGR","GDP","TOT","USD_CAP","A","2017",21455.573518,
"BGR","GDP","TOT","USD_CAP","A","2018",23634.167922,
"BGR","GDP","TOT","USD_CAP","A","2019",25312.301266,
"HRV","GDP","TOT","USD_CAP","A","1995",7995.711803,
"HRV","GDP","TOT","USD_CAP","A","1996",8724.593116,
"HRV","GDP","TOT","USD_CAP","A","1997",9467.218837,
"HRV","GDP","TOT","USD_CAP","A","1998",9821.563171,
"HRV","GDP","TOT","USD_CAP","A","1999",9867.597613,
"HRV","GDP","TOT","USD_CAP","A","2000",11007.689598,
"HRV","GDP","TOT","USD_CAP","A","2001",11535.38096,
"HRV","GDP","TOT","USD_CAP","A","2002",12637.216532,
"HRV","GDP","TOT","USD_CAP","A","2003",13542.97381,
"HRV","GDP","TOT","USD_CAP","A","2004",14520.742628,
"HRV","GDP","TOT","USD_CAP","A","2005",15295.124142,
"HRV","GDP","TOT","USD_CAP","A","2006",17413.442983,
"HRV","GDP","TOT","USD_CAP","A","2007",19307.4334,
"HRV","GDP","TOT","USD_CAP","A","2008",20763.138285,
"HRV","GDP","TOT","USD_CAP","A","2009",20004.344703,
"HRV","GDP","TOT","USD_CAP","A","2010",19810.265595,
"HRV","GDP","TOT","USD_CAP","A","2011",20793.207219,
"HRV","GDP","TOT","USD_CAP","A","2012",21161.27599,
"HRV","GDP","TOT","USD_CAP","A","2013",21826.808171,
"HRV","GDP","TOT","USD_CAP","A","2014",22072.90031,
"HRV","GDP","TOT","USD_CAP","A","2015",22981.128967,
"HRV","GDP","TOT","USD_CAP","A","2016",24887.753281,
"HRV","GDP","TOT","USD_CAP","A","2017",26851.047294,
"HRV","GDP","TOT","USD_CAP","A","2018",29433.683652,
"HRV","GDP","TOT","USD_CAP","A","2019",31133.096024,"P"
"CYP","GDP","TOT","USD_CAP","A","1995",17055.098745,
"CYP","GDP","TOT","USD_CAP","A","1996",17277.539873,
"CYP","GDP","TOT","USD_CAP","A","1997",17774.79288,
"CYP","GDP","TOT","USD_CAP","A","1998",18757.711017,
"CYP","GDP","TOT","USD_CAP","A","1999",19662.191718,
"CYP","GDP","TOT","USD_CAP","A","2000",21298.591733,
"CYP","GDP","TOT","USD_CAP","A","2001",22873.326759,
"CYP","GDP","TOT","USD_CAP","A","2002",23556.899012,
"CYP","GDP","TOT","USD_CAP","A","2003",24254.777068,
"CYP","GDP","TOT","USD_CAP","A","2004",25923.080309,
"CYP","GDP","TOT","USD_CAP","A","2005",27763.121261,
"CYP","GDP","TOT","USD_CAP","A","2006",29975.110725,
"CYP","GDP","TOT","USD_CAP","A","2007",32841.835601,
"CYP","GDP","TOT","USD_CAP","A","2008",34830.170302,
"CYP","GDP","TOT","USD_CAP","A","2009",33909.804342,
"CYP","GDP","TOT","USD_CAP","A","2010",33449.01196,
"CYP","GDP","TOT","USD_CAP","A","2011",33313.379158,
"CYP","GDP","TOT","USD_CAP","A","2012",31834.588088,
"CYP","GDP","TOT","USD_CAP","A","2013",30375.241354,
"CYP","GDP","TOT","USD_CAP","A","2014",30042.944384,
"CYP","GDP","TOT","USD_CAP","A","2015",31713.690985,
"CYP","GDP","TOT","USD_CAP","A","2016",35612.611584,
"CYP","GDP","TOT","USD_CAP","A","2017",38020.256753,
"CYP","GDP","TOT","USD_CAP","A","2018",41180.052364,"P"
"CYP","GDP","TOT","USD_CAP","A","2019",42168.316054,"P"
"MLT","GDP","TOT","USD_CAP","A","1995",13857.407456,
"MLT","GDP","TOT","USD_CAP","A","1996",14558.237774,
"MLT","GDP","TOT","USD_CAP","A","1997",15415.388933,
"MLT","GDP","TOT","USD_CAP","A","1998",16079.150919,
"MLT","GDP","TOT","USD_CAP","A","1999",16827.934307,
"MLT","GDP","TOT","USD_CAP","A","2000",18296.668676,
"MLT","GDP","TOT","USD_CAP","A","2001",18416.436463,
"MLT","GDP","TOT","USD_CAP","A","2002",19586.426585,
"MLT","GDP","TOT","USD_CAP","A","2003",20783.787233,
"MLT","GDP","TOT","USD_CAP","A","2004",21343.54312,
"MLT","GDP","TOT","USD_CAP","A","2005",22265.719077,
"MLT","GDP","TOT","USD_CAP","A","2006",23220.302621,
"MLT","GDP","TOT","USD_CAP","A","2007",24886.249393,
"MLT","GDP","TOT","USD_CAP","A","2008",26193.198966,
"MLT","GDP","TOT","USD_CAP","A","2009",26155.201767,
"MLT","GDP","TOT","USD_CAP","A","2010",27834.983342,
"MLT","GDP","TOT","USD_CAP","A","2011",28616.699672,
"MLT","GDP","TOT","USD_CAP","A","2012",29446.641547,
"MLT","GDP","TOT","USD_CAP","A","2013",31097.881411,
"MLT","GDP","TOT","USD_CAP","A","2014",33436.718781,
"MLT","GDP","TOT","USD_CAP","A","2015",36157.15254,
"MLT","GDP","TOT","USD_CAP","A","2016",39033.240356,
"MLT","GDP","TOT","USD_CAP","A","2017",41341.004693,
"MLT","GDP","TOT","USD_CAP","A","2018",45157.140131,
"MLT","GDP","TOT","USD_CAP","A","2019",47312.048175,
"PER","GDP","TOT","USD_CAP","A","2007",7984.661964,
"PER","GDP","TOT","USD_CAP","A","2008",8782.617152,
"PER","GDP","TOT","USD_CAP","A","2009",8846.744897,
"PER","GDP","TOT","USD_CAP","A","2010",9586.999943,
"PER","GDP","TOT","USD_CAP","A","2011",10289.261223,
"PER","GDP","TOT","USD_CAP","A","2012",10545.510648,
"PER","GDP","TOT","USD_CAP","A","2013",11039.698214,"P"
"PER","GDP","TOT","USD_CAP","A","2014",11254.065501,"P"
"ROU","GDP","TOT","USD_CAP","A","1995",5416.727537,
"ROU","GDP","TOT","USD_CAP","A","1996",5734.261824,
"ROU","GDP","TOT","USD_CAP","A","1997",5564.149722,
"ROU","GDP","TOT","USD_CAP","A","1998",5545.213836,
"ROU","GDP","TOT","USD_CAP","A","1999",5599.963762,
"ROU","GDP","TOT","USD_CAP","A","2000",5852.670844,
"ROU","GDP","TOT","USD_CAP","A","2001",6441.072192,
"ROU","GDP","TOT","USD_CAP","A","2002",7180.419966,
"ROU","GDP","TOT","USD_CAP","A","2003",7552.149645,
"ROU","GDP","TOT","USD_CAP","A","2004",8982.767074,"B"
"ROU","GDP","TOT","USD_CAP","A","2005",9602.121442,
"ROU","GDP","TOT","USD_CAP","A","2006",11541.177403,
"ROU","GDP","TOT","USD_CAP","A","2007",13683.475271,
"ROU","GDP","TOT","USD_CAP","A","2008",16782.182633,
"ROU","GDP","TOT","USD_CAP","A","2009",16644.099913,
"ROU","GDP","TOT","USD_CAP","A","2010",16989.279852,
"ROU","GDP","TOT","USD_CAP","A","2011",17896.080991,
"ROU","GDP","TOT","USD_CAP","A","2012",18867.513229,
"ROU","GDP","TOT","USD_CAP","A","2013",19777.022952,
"ROU","GDP","TOT","USD_CAP","A","2014",20649.982263,
"ROU","GDP","TOT","USD_CAP","A","2015",21598.558302,
"ROU","GDP","TOT","USD_CAP","A","2016",24266.283962,
"ROU","GDP","TOT","USD_CAP","A","2017",27222.724222,
"ROU","GDP","TOT","USD_CAP","A","2018",30167.486697,
"ROU","GDP","TOT","USD_CAP","A","2019",33316.103697,"P"
"MKD","GDP","TOT","USD_CAP","A","2000",6154.513794,"E"
"MKD","GDP","TOT","USD_CAP","A","2001",6052.56115,"E"
"MKD","GDP","TOT","USD_CAP","A","2002",6395.178631,"E"
"MKD","GDP","TOT","USD_CAP","A","2003",6588.662047,"E"
"MKD","GDP","TOT","USD_CAP","A","2004",7166.036894,"E"
"MKD","GDP","TOT","USD_CAP","A","2005",7848.897341,"E"
"MKD","GDP","TOT","USD_CAP","A","2006",8678.569401,"E"
"MKD","GDP","TOT","USD_CAP","A","2007",9339.59213,"E"
"MKD","GDP","TOT","USD_CAP","A","2008",10521.88172,"E"
"MKD","GDP","TOT","USD_CAP","A","2009",11018.081685,"E"
"MKD","GDP","TOT","USD_CAP","A","2010",11369.68999,"E"
"MKD","GDP","TOT","USD_CAP","A","2011",11689.860896,"E"
"MKD","GDP","TOT","USD_CAP","A","2012",11915.702401,"E"
"MKD","GDP","TOT","USD_CAP","A","2013",12727.350485,"E"
"MKD","GDP","TOT","USD_CAP","A","2014",13434.846939,"E"
"MKD","GDP","TOT","USD_CAP","A","2015",13888.218744,"E"
"MKD","GDP","TOT","USD_CAP","A","2016",15137.967397,"E"
"ZMB","GDP","TOT","USD_CAP","A","2006",2326.776923,
"ZMB","GDP","TOT","USD_CAP","A","2007",2519.070713,
"ZMB","GDP","TOT","USD_CAP","A","2008",2692.184321,
"ZMB","GDP","TOT","USD_CAP","A","2009",2880.698122,
"ZMB","GDP","TOT","USD_CAP","A","2010",3122.942832,
"ZMB","GDP","TOT","USD_CAP","A","2011",3267.690265,
"ZMB","GDP","TOT","USD_CAP","A","2012",3374.678078,
"ZMB","GDP","TOT","USD_CAP","A","2013",3530.244811,
"ZMB","GDP","TOT","USD_CAP","A","2014",3489.396586,
"ZMB","GDP","TOT","USD_CAP","A","2015",3383.75171,
"ZMB","GDP","TOT","USD_CAP","A","2016",3359.029672,
"ZMB","GDP","TOT","USD_CAP","A","2017",3414.412499,
"HKG","GDP","TOT","USD_CAP","A","1990",18271.860474,"E"
"HKG","GDP","TOT","USD_CAP","A","1991",19800.233872,"E"
"HKG","GDP","TOT","USD_CAP","A","1992",21332.396451,"E"
"HKG","GDP","TOT","USD_CAP","A","1993",22798.977044,"E"
"HKG","GDP","TOT","USD_CAP","A","1994",24143.131212,"E"
"HKG","GDP","TOT","USD_CAP","A","1995",24738.496206,"E"
"HKG","GDP","TOT","USD_CAP","A","1996",25121.620286,"E"
"HKG","GDP","TOT","USD_CAP","A","1997",26638.659237,"E"
"HKG","GDP","TOT","USD_CAP","A","1998",25140.670531,"E"
"HKG","GDP","TOT","USD_CAP","A","1999",25897.570159,"E"
"HKG","GDP","TOT","USD_CAP","A","2000",28253.203696,"E"
"HKG","GDP","TOT","USD_CAP","A","2001",28822.922896,"E"
"HKG","GDP","TOT","USD_CAP","A","2002",29631.47775,"E"
"HKG","GDP","TOT","USD_CAP","A","2003",31164.291862,"E"
"HKG","GDP","TOT","USD_CAP","A","2004",34515.854862,"E"
"HKG","GDP","TOT","USD_CAP","A","2005",38057.86525,"E"
"HKG","GDP","TOT","USD_CAP","A","2006",41697.718813,"E"
"HKG","GDP","TOT","USD_CAP","A","2007",45197.00174,"E"
"HKG","GDP","TOT","USD_CAP","A","2008",46772.557397,"E"
"HKG","GDP","TOT","USD_CAP","A","2009",45871.298403,"E"
"HKG","GDP","TOT","USD_CAP","A","2010",49186.621974,"E"
"HKG","GDP","TOT","USD_CAP","A","2011",52274.50957,"E"
"HKG","GDP","TOT","USD_CAP","A","2012",52235.720172,"E"
"HKG","GDP","TOT","USD_CAP","A","2013",53691.971048,"E"
"HKG","GDP","TOT","USD_CAP","A","2014",54778.382506,"E"
"HKG","GDP","TOT","USD_CAP","A","2015",56409.642787,"E"
"HKG","GDP","TOT","USD_CAP","A","2016",57221.969152,"E"
"HKG","GDP","TOT","USD_CAP","A","2017",59846.819225,"E"
"HKG","GDP","TOT","USD_CAP","A","2018",62556.2405,"E"
"MDG","GDP","TOT","USD_CAP","A","2007",1571.562292,"E"
"MDG","GDP","TOT","USD_CAP","A","2008",1666.984633,"E"
"MDG","GDP","TOT","USD_CAP","A","2009",1566.810322,"E"
"MDG","GDP","TOT","USD_CAP","A","2010",1551.109609,"E"
"MDG","GDP","TOT","USD_CAP","A","2011",1565.877486,"E"
"MDG","GDP","TOT","USD_CAP","A","2012",1552.77558,"E"
"MDG","GDP","TOT","USD_CAP","A","2013",1556.147235,"E"
"MDG","GDP","TOT","USD_CAP","A","2014",1573.788648,"E"
"MDG","GDP","TOT","USD_CAP","A","2015",1562.305391,"E"
"MDG","GDP","TOT","USD_CAP","A","2016",1624.383829,"E"
"MDG","GDP","TOT","USD_CAP","A","2017",1601.521574,"E"
"MDG","GDP","TOT","USD_CAP","A","2018",1655.481656,"E"
"MAR","GDP","TOT","USD_CAP","A","2007",5657.274524,"E"
"MAR","GDP","TOT","USD_CAP","A","2008",6042.899269,"E"
"MAR","GDP","TOT","USD_CAP","A","2009",6279.693123,"E"
"MAR","GDP","TOT","USD_CAP","A","2010",6525.49337,"E"
"MAR","GDP","TOT","USD_CAP","A","2011",6938.287763,"E"
